"name","approx_cost(for two people)","online_order","book_table","rest_type","listed_in(type)","listed_in(city)","dish_liked","cuisines","rate"
"Cafe Imroze",650,1,0,"Cafe, Casual Dining","Delivery","Residency Road","Pasta, Burgers, Fries, Bbq Chicken Pizza, Peri Peri Chicken Pizza, Bbq Burger, Nachos","Cafe, Burger, Italian, Fast Food","4"
"Nite Out",500,1,0,"Delivery","Delivery","Residency Road","Chicken Boneless Biryani, Brownie, Rolls, Chicken Masala, Chocolate Milkshake, Chicken Curry, Noodles","North Indian, Chinese, Biryani","4"
"Double Decker",1300,0,1,"Bar, Casual Dining","Delivery","Residency Road","Bbq Pizza, Pasta, Sangria, Cocktails, Mocktails, Virgin Mojito, Potato Wedges","Continental, North Indian","4"
"Taj Hotel",700,1,0,"Casual Dining","Delivery","Residency Road","Ghee Rice, Mutton Biryani, Seekh Kebab, Paratha, Tandoori Chicken, Kalmi Kebab","Mughlai, Chinese","4"
"Friends Night Kitchen",400,1,0,"Takeaway, Delivery","Delivery","Residency Road","Pizza, Burgers, Cheese Burger, Garlic Bread","Italian, Pizza","4"
"The Chaat Shop",200,0,0,"Quick Bites","Delivery","Residency Road","Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet","Fast Food","3"
"Cafe Treat - The Pride Hotel",1000,1,0,"Casual Dining","Delivery","Residency Road","Cosmopolitan, Salads, Chaat, Coffee, Biryani, Dal Makhani, Butter Chicken","Continental, Asian, Italian","4"
"Somilan Steak House",800,0,0,"Casual Dining","Delivery","Residency Road","Salads, Beef Steak, Tiramisu, Pork Chops, Crispy Pork, Chicken Salad, Wine","North Eastern, Asian, Naga, Steak, Momos","4"
"Gundappa Donne Biryani",300,0,0,"Quick Bites","Delivery","Residency Road","Chilli Chicken, Mutton Biryani, Pepper Chicken, Chicken Fry, Donne Chicken Biryani, Chicken Guntur, Chicken Kebab","Biryani","4"
"Masala Oota",500,1,0,"Quick Bites","Delivery","Residency Road","Donne Chicken Biryani, Akki Rottis, Roti, Mutton Chops, Chicken Curry, Vada, Coffee","South Indian, Biryani","4"
"The Biere Club",1700,1,1,"Pub, Microbrewery","Delivery","Residency Road","Wheat Beer, Pizza, Cocktails, Virgin Sangria, Pork Chops, Meatballs, Craft Beer","Continental, BBQ, Finger Food","4"
"Foody's",250,1,0,"Quick Bites","Delivery","Residency Road","Coffee, Paratha, Chaat, Masala Dosa, Dahipuri, Pav Bhaji, Tea","North Indian, South Indian","4"
"Fava",1200,0,1,"Casual Dining, Bar","Delivery","Residency Road","Gnocchi, Cocktails, Pizza, Salads, Creme Brulee, Sangria, Pasta","Healthy Food, Mediterranean, Desserts, Italian, Pizza, Salad, Kebab","4"
"Gobble Up Churros Cafe",400,1,0,"Casual Dining","Delivery","Residency Road","Churros, Empanadas","Beverages, Cafe, Desserts, Spanish, Bakery","4"
"Bootlegger",1200,0,0,"Pub","Delivery","Residency Road","Beer, Cocktails, Beef Steak, Beef Chilli, Nachos, Pasta, Pizza","Continental, Steak","4"
"ThrowBack - Pub & Dine",1000,0,0,"Bar, Casual Dining","Delivery","Residency Road","Cocktails, Pizza, French Fries","Italian, North Indian, Continental","4"
"Shaken & Stirred",1500,1,0,"Bar, Casual Dining","Delivery","Residency Road","Seekh Kebab, Paneer Tikka, Beer, Fish Tikka, Kala Jamun, Biryani, Long Island Iced Tea","Continental, North Indian, Chinese","4"
"Cafe Mangii",1600,1,1,"Casual Dining","Delivery","Residency Road","Pizza, Pasta, Mocktails, Tiramisu, Mousse, Sangria, Minestrone Soup","Italian, Continental, Pizza","4"
"Hyderabad Biryaani House",700,0,0,"Casual Dining","Delivery","Residency Road","Hyderabadi Biryani, Haleem, Andhra Biryani, Chicken Biryani, Mutton Biryani, Ghee Rice, Butter Chicken","Biryani, North Indian, Chinese","4"
"Sunny's",2100,0,1,"Casual Dining, Bar","Delivery","Residency Road","Penne Pasta, Pizza, Cocktails, Salads, Risotto, Sea Food, Crab Cake","European, Italian, Seafood, Continental","4"
"The Bangalore Cafe",800,1,1,"Casual Dining","Delivery","Residency Road","Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha","Modern Indian, North Indian, Pizza, Continental, Beverages","4"
"Truffles",900,0,0,"Cafe","Delivery","Residency Road","Burgers, Pasta, Cheese Burger, Mocktails, Ferrero Rocher Milkshake, Peri Chicken, Chicken Paprika","Cafe, American, Burger, Steak","5"
"Cafe Felix",1700,1,1,"Casual Dining, Cafe","Delivery","Residency Road","Burgers, Sandwiches, Peanut Butter Smoothie, Margherita Pizza, Ravioli, Cocktails, Salad","American, Cafe, Continental","4"
"Sakae Japanese Restaurant",1400,0,1,"Casual Dining","Delivery","Residency Road","Sushi, Miso Soup, Steak, Ramen, Tea, Rolls, Tempura","Japanese","4"
"Samrat Restaurant",600,0,0,"Casual Dining","Delivery","Residency Road","Masala Dosa, Aloo Palya, Biryani, Vada Sambar, Badam Halwa, Filter Coffee, Idli","South Indian, North Indian","4"
"Khazana Food Paradise",400,0,0,"Quick Bites","Delivery","Residency Road","Beef Biryani, Chicken Biryani, Chicken Kebab, Mutton Biryani, Beef Kabab, Paratha, Ghee Rice","North Indian, Biryani","4"
"Cafe Kaara",750,0,0,"Cafe","Delivery","Residency Road","Coffee, Cappuccino, Hot Chocolate, Sandwich, Tiramisu, Pasta, Fries","Cafe, Salad, Desserts, Pizza","4"
"Mandarin Box",500,0,0,"Quick Bites","Delivery","Residency Road","Momos, Hakka Noodles, Chop Suey","Chinese","4"
"Little Green Cafe",900,0,0,"Cafe, Casual Dining","Delivery","Residency Road","Spaghetti, Mezze Platter, Bombay Sandwich, Tomato Ragout, Mushroom Sandwich, Thai Green Curry, Tea","Cafe, Healthy Food, Salad, Continental, Beverages, Italian, Sandwich","4"
"Lakeview Milkbar",450,0,0,"Dessert Parlor, Cafe","Delivery","Residency Road","Butterscotch Ice Cream, Sandwiches, Milk Shake, Hot Chocolate Fudge, Brownie, Vanilla Ice Cream, Burgers","Desserts, Fast Food, Beverages","4"
"IceBreakers",500,0,0,"Dessert Parlor","Delivery","Residency Road","Waffles, Ice Cream Roll, Brownie Fudge, Chocolate Icecreams","Desserts, Ice Cream","4"
"Juice Junction",150,1,0,"Quick Bites","Delivery","Residency Road","Sandwiches, Fruit Bowl, Panipuri, Corn Sandwich, Palak Paneer, Arabian Grape Juice, Cheesy Grilled Sandwich","Juices, Fast Food","4"
"Dakshin",450,1,0,"Casual Dining","Delivery","Residency Road","Chicken Biryani","South Indian","4"
"Konark Vegetarian Restaurant",600,0,0,"Casual Dining","Delivery","Residency Road","Chaat, Pav Bhaji, Vada, Vegetarian, Masala Dosa, Idli, Brownie","North Indian, Chinese, Continental, South Indian","4"
"Sugarberryz Cakery",1200,0,0,"Takeaway, Delivery","Delivery","Residency Road","Chocolate Cake, Cup Cake","Bakery, Desserts","4"
"Trick Or Treat",500,0,0,"Cafe","Delivery","Residency Road","Burgers, Pizza, Pasta, Sandwich, Peri Peri Chicken Satay, Fries, Nachos","Cafe, Burger, Continental, Pizza, Steak","4"
"Stars 'N' Stripes",500,0,0,"Quick Bites","Delivery","Residency Road","Burgers, Biryani","North Indian, Chinese, Fast Food","3"
"Little Chef",550,0,0,"Casual Dining","Delivery","Residency Road","Dragon Chicken, Hunan Chicken","Chinese","4"
"California Burrito",400,0,0,"Quick Bites","Delivery","Residency Road","Nachos, California Burrito, Rice Bowl, Salads","Mexican, Fast Food","4"
"Annapoorni Grand",450,0,0,"Casual Dining","Delivery","Residency Road","Chicken Biryani, Ragi Mudde, Mutton Biryani","Chinese, South Indian, North Indian","4"
"Mel's Korner",500,0,0,"Quick Bites","Delivery","Residency Road","Shawarma, Burgers, Beef Burger, Potato Wedges, Vegetable Noodles, Cheese Fatayer, Garlic Fries","Fast Food","4"
"Rolls On Wheels",200,0,0,"Quick Bites","Delivery","Residency Road","Rolls, Momos, Paneer Roll, Veggie Roll","Fast Food","4"
"Sidewalk Cafe - Nahar's Heritage Hotel",800,0,0,"Casual Dining","Delivery","Residency Road","Pizza, Pasta, Waffles, Sandwich, Apple Pie, Sandwiches, Burgers","Italian, Fast Food","4"
"Peppa Zzing",800,1,0,"Cafe","Delivery","Residency Road","Burgers, Pasta, Cheesy Fries, Beef Burger, Ice Tea, Steak Burger, Lamb","Cafe, Fast Food, Burger","4"
"Canopy",800,0,0,"Casual Dining","Delivery","Residency Road","Gulab Jamun","North Indian, Continental, Chinese","3"
"Cafe @ Elanza",1000,0,0,"Casual Dining, Cafe","Delivery","Residency Road","Breakfast Buffet, Omelette, Lunch Buffet, Pasta","Chinese, North Indian, Cafe","4"
"Tempura Restaurant",500,0,0,"Casual Dining","Delivery","Residency Road","Chicken Manchurian, Thukpa, Chicken Momo, Veg Momos, Tea, Veg Thupka","Japanese, Chinese, Tibetan, Momos","4"
"BISO - Citrus Hotels",1100,0,1,"Casual Dining","Delivery","Residency Road","Fish, Peas Pulao, Naan, Kulcha","North Indian, South Indian, Italian, Continental","4"
"Natural Ice Cream",200,0,0,"Dessert Parlor","Delivery","Residency Road","Mango Ice Cream, Tender Coconut Ice Cream, Chips, Chocochip Ice Cream, Waffle Cone","Ice Cream, Beverages","4"
"Nandhini Paradise",800,0,1,"Casual Dining, Bar","Delivery","Residency Road","Murgh Ghee Roast, Veg Thali, Chicken Chettinad, Chicken Kshatriya, Mutton Chops, Hyderabadi Biryani, Roti","Andhra, Chinese, North Indian","4"
"Hotel Green Tara",500,0,0,"Casual Dining","Delivery","Residency Road","Momos","Chinese, Tibetan, Momos","4"
"Nagashree's",550,0,0,"Casual Dining","Delivery","Residency Road","Biryani, Mutton Chops","South Indian, North Indian, Fast Food","3"
"Indy's Comfort Food",300,0,0,"Quick Bites","Delivery","Residency Road","Gobhi Pakoda, Bajji, Raita, Ginger Tea, Jalapeno Cheese Poppers, Mojito, Chai","North Indian, Beverages, Fast Food","4"
"Hatti Punjab Di",450,0,0,"Quick Bites","Delivery","Residency Road","Tandoori Chicken, Butter Chicken, Garlic Naan","North Indian","3"
"RR Catering",350,0,0,"Quick Bites","Delivery","Residency Road","Garlic Naan, Tandoori Chicken, Basmati Rice","North Indian, Chinese, Biryani","3"
"Bhaiyaji Food Court",300,0,0,"Quick Bites","Delivery","Residency Road","Paratha, Samosa, Vada Pav","North Indian, Mithai","3"
"Vasudev Adiga's",250,0,0,"Quick Bites","Delivery","Residency Road","Tea, Filter Coffee, Pongal, Masala Dosa","South Indian, North Indian, Chinese, Street Food","3"
"The Oriental Spice - Ashraya Hotel",1300,1,0,"Casual Dining","Delivery","Residency Road","Noodles, Chicken Salad, Lunch Buffet, Fish, Sour Soup, Manchurian, Salads","Chinese, Thai, Indonesian","4"
"Kamat's Palate Korner",600,0,0,"Casual Dining","Delivery","Residency Road","Butter Chicken, Jeera Rice, Dal Makhani, Butter Naan, Tandoori Chicken, Rumali Roti, Panneer Butter Masala","North Indian, Chinese","4"
"Baahubelly",500,0,0,"Casual Dining","Delivery","Residency Road","Biryani, Tea, Rice, Appam","South Indian, North Indian","4"
"The French Loaf",400,1,0,"Bakery, Quick Bites","Delivery","Residency Road","Coffee, Veg Puff, Latte","Bakery, Desserts, Sandwich","3"
"Funjabi",600,0,0,"Casual Dining","Delivery","Residency Road","Mango Lassi, Butter Chicken, Manchurian, Dehati Chicken, Paneer Lababdar, Chilli Chicken, Palak Paneer","North Indian","4"
"Pinxx - Royal Orchid Central",1600,1,1,"Casual Dining","Delivery","Residency Road","Mutton Biryani, Salads, Fish, Sandwiches, Breakfast Buffet, Cheesecake","Italian, European","4"
"Tiger Trail - Ramada Hotel",1300,1,1,"Casual Dining, Bar","Delivery","Residency Road","Custard, Paratha, Poha, Breakfast Buffet, Thali, Dal Makhani, Malai Kulfi","North Indian, Lucknowi","4"
"Siddique Kabab Centre",550,0,0,"Casual Dining","Delivery","Residency Road","Chicken Grill, Chicken Biryani, Rolls, Ghee Rice, Tandoori Chicken, Seekh Roll, Chicken Lollipop","Mughlai, Kebab, Chinese","4"
"Green Theory",800,1,1,"Casual Dining, Cafe","Desserts","Residency Road","Potato Skins, Pizza, Mushroom Soup, Pasta, Banana Smoothie, Almond Soup, Kiwi Lemonade","Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza","4"
"Alchemy - The Chancery Pavilion",2000,0,1,"Microbrewery, Casual Dining","Desserts","Residency Road","Craft Beer, Cocktails, Stout, Chicken Wings, Fish, Brewed Beer, Mysore Pak","Modern Indian","4"
"Art of Delight",400,0,0,"Dessert Parlor","Desserts","Residency Road","Waffles, Chocolate Sundae, Mango Ice Cream, Nutella Cheesecake, Salsa, Banana Split, Hot Chocolate Fudge","Ice Cream, Desserts, Beverages","4"
"WAFL Cafe",400,1,0,"Dessert Parlor, Quick Bites","Desserts","Residency Road","Waffles, Pie, Corn Dog","Desserts, Beverages, American","4"
"Bowring Kulfi",150,0,0,"Dessert Parlor","Desserts","Residency Road","Kulfi, Mango Juice, Kesar Pista, Lassi","Ice Cream, Desserts","4"
"Corner House Ice Cream",400,1,0,"Dessert Parlor","Desserts","Residency Road","Hot Chocolate Fudge, Chocolate Mousse, Ice Cream Strawberry, Vanilla Ice Cream, Thick Shakes, Fruit Salad, Fudge Cake","Ice Cream, Desserts","4"
"Sweet Truth",500,1,0,"Delivery","Desserts","Residency Road","Cheesecake, Chocolate Decadence, Chocolate Fantasy, Chocolate Cake, Pancakes, Lava Cake, Chocolava Cake","Bakery, Desserts","4"
"Sweet Chariot Cafe",500,1,0,"Dessert Parlor","Desserts","Residency Road","Chocolate Mousse, Pasta, Chocolate Cake, Lemon Tarts, Veg Burger","Desserts, Bakery","4"
"The Belgian Waffle Co.",350,1,0,"Dessert Parlor","Desserts","Residency Road","Waffles","Desserts, Beverages","4"
"Ganache - The Ritz-Carlton",600,0,0,"Dessert Parlor","Desserts","Residency Road","Coffee, Cup Cake","Bakery","4"
"The Bangalore Cafe",800,1,1,"Casual Dining","Desserts","Residency Road","Pasta, Coffee, Chaat, Paneer Pizza, Tawa Pulav, Aloo Biryani, Paratha","Modern Indian, North Indian, Pizza, Continental, Beverages","4"
"The White Room - Coffee & Kitchen",1000,0,1,"Cafe","Desserts","Residency Road","Mushroom Quiche, Chicken Quiche, Coffee, Caramel Frappe, Espresso, Chocolate Milkshake, Tea","Cafe, Continental, American, Desserts","4"
"Glen's Bakehouse",600,1,0,"Bakery, Cafe","Desserts","Residency Road","Pizza, Coffee, Pasta, Tiramisu, Cheesecake, Hot Chocolate, Pie","Bakery, Cafe, Italian, Desserts","4"
"Dunkin' Donuts",550,1,0,"Quick Bites, Dessert Parlor","Desserts","Residency Road","Burgers, Coffee, Chocolate Donut, Bagel, Chocolate Drink, Dunkaccinos, Hot Chocolate","Desserts, Cafe, Beverages, Burger, Fast Food","4"
"Fabelle Chocolate Boutique - ITC Gardenia",1250,0,0,"Dessert Parlor","Desserts","Residency Road","Hot Chocolate, Hazelnut Ice Cream, Tiramisu, Caramel Ganache","Desserts, Ice Cream, Beverages","5"
"Belgian Waffle Factory",400,1,0,"Dessert Parlor","Desserts","Residency Road","Coffee, Berryblast, Nachos, Chocolate Waffles, Nutella Waffle, Chocolate Overload, Sandwiches","Desserts","5"
"Bengaluru Baking Company - JW Marriott Bengaluru",1400,0,0,"Bakery, Cafe","Desserts","Residency Road","Coffee, Fruit Tart, Croissants, Eclair, Sandwich, Nachos, Tiramisu","Salad, Bakery, Cafe, Sandwich, Italian, Burger","4"
"99 Pancakes",300,1,0,"Dessert Parlor","Desserts","Residency Road","Nutella Pancakes","Desserts, Ice Cream","4"
"Cafe Mor'ish",700,1,0,"Cafe","Desserts","Residency Road","Coffee, Pizza, Pasta, Burgers, Tomato Soup, Eggs Benedict, Brownie Fudge","BBQ, Continental, Burger, Wraps, Pizza, Cafe","4"
"Lakeview Milkbar",450,0,0,"Dessert Parlor, Cafe","Desserts","Residency Road","Butterscotch Ice Cream, Sandwiches, Milk Shake, Hot Chocolate Fudge, Brownie, Vanilla Ice Cream, Burgers","Desserts, Fast Food, Beverages","4"
"GMT - Gelateria Montecatini Terme",300,1,0,"Quick Bites","Desserts","Residency Road","Irish Coffee, Gelato Ice Cream, Italian Icecream, Chocolate Cake","Desserts, Ice Cream","4"
"IceBreakers",500,0,0,"Dessert Parlor","Desserts","Residency Road","Waffles, Ice Cream Roll, Brownie Fudge, Chocolate Icecreams","Desserts, Ice Cream","4"
"Nossa Goa",1000,1,1,"Casual Dining","Desserts","Residency Road","Breakfast Platter, Roast Chicken, Sea Food, Calamari, Waffles, Chorizo Pav, Prawn","Goan, Seafood, Konkan, Desserts","4"
"Happy Belly Bakes",500,1,0,"Cafe, Bakery","Desserts","Residency Road","Hot Chocolate, Waffles, Chicken Pizza, Brownie, Tea, Chocolate Cupcake, Pasta","Cafe, Bakery","4"
"XO Belgian Waffle",450,1,0,"Food Court","Desserts","Residency Road","Belgian Waffles, Bubble Gum Shake, Hot Chocolate, Salted Caramel, Nutella Waffle","Desserts, Beverages","5"
"Koshy's",300,0,0,"Bakery, Quick Bites","Desserts","Residency Road","Plum Cake","Bakery, Fast Food","4"
"The Waffle Press",400,1,0,"Dessert Parlor","Desserts","Residency Road","Waffles, Liege Waffle, Salted Caramel Ice Cream, Ice Cream Sandwiches, Ice Cream Sandwich","Desserts, Ice Cream","4"
"Amande Patisserie",300,1,0,"Bakery, Dessert Parlor","Desserts","Residency Road","Macaroon, Fruit Tart, Opera Cake, Belgian Dark Chocolate, Orange Tart, Eclair, Chocolate Mousse","Bakery, French, Desserts","4"
"Sugar & Spice - Taj MG Road Bengaluru",800,0,0,"Dessert Parlor","Desserts","Residency Road","Coffee, Chocolate Truffle, Cheesecake","Desserts","4"
"Munchies",250,1,0,"Quick Bites, Bakery","Desserts","Residency Road","Burgers, Sandwiches, Momos, Chicken Seekh Roll, Sandwich","Fast Food, Bakery","4"
"Mad Over Donuts",450,1,0,"Food Court","Desserts","Residency Road","Donut","Bakery, Desserts, Beverages","4"
"Keventers",400,0,0,"Beverage Shop, Dessert Parlor","Desserts","Residency Road","Thick Shakes, Vanilla Ice Cream","Beverages, Desserts, Ice Cream","4"
"Smoor",900,1,0,"Dessert Parlor","Desserts","Residency Road","Cup Cake, Pasta, Sandwich, Fries","Desserts","4"
"Sreeraj Lassi Bar",150,1,0,"Beverage Shop","Desserts","Residency Road","Fruit Lassi, Sweet Lassi, Kulfi, Banana Split","Beverages, Desserts, Juices","4"
"ZOROY Luxury Chocolate",250,1,0,"Dessert Parlor","Desserts","Residency Road","Hot Chocolate","Desserts","4"
"Pabrai's Fresh & Naturelle Icecreams",180,1,0,"Dessert Parlor","Desserts","Residency Road","Apple Pie, Mascarpone Cheese, Nolen Gurer Ice Cream, Paan Ice Cream, Nolen Gur, Gur Ice Cream, Salted Caramel","Ice Cream","4"
"Kanti Sweets",400,1,0,"Sweet Shop, Quick Bites","Desserts","Residency Road","Chaat, Sandwiches, Rasmalai","Mithai, Street Food","4"
"Drunken Monkey",500,0,0,"Beverage Shop, Quick Bites","Desserts","Residency Road","Sandwiches, Chicken Sandwich, Oreo Shake, Irish Coffee Cream","Beverages, Fast Food","4"
"Natural Ice Cream",200,0,0,"Dessert Parlor","Desserts","Residency Road","Mango Ice Cream, Tender Coconut Ice Cream, Chips, Chocochip Ice Cream, Waffle Cone","Ice Cream, Beverages","4"
"Krispy Kreme",300,1,0,"Dessert Parlor","Desserts","Residency Road","Donut, Coffee","Desserts, Beverages","4"
"Bhaiyaji Food Court",300,0,0,"Quick Bites","Desserts","Residency Road","Paratha, Samosa, Vada Pav","North Indian, Mithai","3"
"Ibaco",300,1,0,"Dessert Parlor","Desserts","Residency Road","Italian Wonder","Desserts, Ice Cream","4"
"Hammered",1300,1,1,"Pub, Cafe","Desserts","Residency Road","Sangria, Chicken Satay, Crispy Corn, Masala Fries, Wood Fire Pizza, Pesto Pasta, Cocktails","North Indian, Thai, Japanese, Continental, Cafe","5"
"Dolci Desserts",750,1,0,"Cafe, Dessert Parlor","Desserts","Residency Road","Cappuccino, Eclair, Pizza, Coffee, Blueberry Cheesecake, Oreo Cheesecake, Tiramisu","Cafe, Desserts","4"
"The Culinarium",1100,0,0,"Cafe, Dessert Parlor","Desserts","Residency Road","Salted Caramel, Pie","Cafe, Desserts, Beverages","4"
"Bhagatram Sweets",300,0,0,"Quick Bites","Desserts","Residency Road","Gulab Jamun, Jalebi, Samosa, Chole, Sev Puri, Rasgulla, Masala Poori","Street Food, Mithai","3"
"The Bengaluru Brasserie - Hyatt Centric MG Road",2000,0,1,"Casual Dining","Desserts","Residency Road","Cocktails, Burgers, Chicken Chunks, Crispy Chicken, Cheesecake","Continental, Asian, North Indian, South Indian","4"
"Marzipan Cafe & Bakery",700,1,0,"Cafe, Bakery","Desserts","Residency Road","Coffee, Cheesecake, Chicken Baguette, Pasta, Mudcake, Hot Chocolate, Wedges","Cafe, Mediterranean, Bakery, Greek, Beverages","4"
"Haji Ali Juice Centre",350,1,0,"Quick Bites, Beverage Shop","Desserts","Residency Road","Sandwiches, Rose Faluda, Pizza, Custard Apple Cream, Pav Bhaji","Fast Food, Pizza, Rolls, Beverages, Juices","4"
